bb_pos_thr,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,event_n,n,ret_5,mae_5,wr_5,rr_5,ret_10,mae_10,wr_10,rr_10,ret_20,mae_20,wr_20,rr_20
0.1,-1.0,0.45,0,1,0.7,40,40,-0.00151,-0.03121,0.475,-0.048,-0.00762,-0.05102,0.525,-0.149,-0.00888,-0.07518,0.45,-0.118
0.15,-1.5,none,1,0,0.5,26,26,-0.01016,-0.03089,0.3077,-0.329,-0.01479,-0.04812,0.3462,-0.307,-0.00903,-0.07625,0.4231,-0.118
0.25,none,none,0,1,0.5,361,361,0.0021,-0.04319,0.446,0.049,0.00034,-0.06214,0.4211,0.005,-0.01051,-0.08807,0.4127,-0.119
0.15,-0.5,0.55,none,1,none,261,261,0.00252,-0.03732,0.5172,0.068,-0.00285,-0.05294,0.4444,-0.054,-0.00986,-0.08209,0.4444,-0.12
0.2,-1.0,none,0,1,none,689,689,-0.00561,-0.04577,0.4325,-0.123,-0.00823,-0.06692,0.4122,-0.123,-0.01158,-0.09596,0.4064,-0.121
0.25,-1.0,none,0,1,0.7,490,490,-0.00077,-0.04258,0.4612,-0.018,-0.0019,-0.0617,0.4571,-0.031,-0.01082,-0.0893,0.4061,-0.121
0.2,-1.5,0.55,none,1,0.7,357,357,-0.00216,-0.03927,0.4622,-0.055,0.00124,-0.05417,0.4482,0.023,-0.01002,-0.08225,0.4062,-0.122
0.15,none,0.65,0,1,none,764,764,-0.00598,-0.04634,0.4058,-0.129,-0.00875,-0.06701,0.4202,-0.131,-0.01172,-0.09585,0.4058,-0.122
0.1,-1.0,0.45,0,1,none,57,57,0.0016,-0.03082,0.4912,0.052,-0.00379,-0.04786,0.5263,-0.079,-0.00892,-0.07303,0.4386,-0.122
0.2,none,0.45,0,0,0.5,366,366,0.00051,-0.04318,0.418,0.012,-0.00335,-0.06477,0.4208,-0.052,-0.01139,-0.09318,0.4426,-0.122
0.25,-1.5,0.65,none,1,none,754,754,-0.00138,-0.04289,0.4443,-0.032,-0.00274,-0.06331,0.4271,-0.043,-0.01141,-0.09319,0.3886,-0.122
0.2,-0.5,none,0,1,0.7,359,359,0.00032,-0.03923,0.4735,0.008,-0.00208,-0.05777,0.4652,-0.036,-0.01055,-0.08557,0.429,-0.123
0.2,-1.0,0.55,0,0,0.7,340,340,-0.00223,-0.03934,0.4676,-0.057,-0.00213,-0.05671,0.4529,-0.038,-0.01026,-0.08322,0.4353,-0.123
0.1,none,none,0,1,0.7,513,513,-0.00412,-0.04513,0.46,-0.091,-0.0036,-0.06507,0.4425,-0.055,-0.01121,-0.09092,0.4191,-0.123
0.25,none,0.65,0,0,none,942,942,-0.00467,-0.0471,0.4193,-0.099,-0.00595,-0.06851,0.4183,-0.087,-0.01206,-0.09735,0.413,-0.124
0.25,none,0.55,0,1,0.7,615,615,-0.00252,-0.04704,0.4504,-0.054,-0.00421,-0.06712,0.4374,-0.063,-0.0121,-0.09655,0.413,-0.125
0.25,-1.5,none,1,0,none,150,150,-0.00872,-0.04282,0.3533,-0.204,-0.00551,-0.06397,0.3933,-0.086,-0.01112,-0.08797,0.4067,-0.126
0.25,-1.0,0.55,none,1,0.7,343,343,0.00157,-0.03885,0.4781,0.04,-0.00401,-0.05694,0.414,-0.07,-0.01108,-0.08761,0.3936,-0.126
0.1,none,0.45,0,1,0.7,262,262,-0.00658,-0.0501,0.4427,-0.131,-0.00916,-0.06965,0.4351,-0.132,-0.01186,-0.09448,0.3969,-0.126
0.25,-0.5,none,0,1,none,731,731,-0.00411,-0.04697,0.4405,-0.088,-0.0084,-0.06772,0.4364,-0.124,-0.01207,-0.09552,0.4049,-0.126
0.1,none,0.55,0,0,none,678,678,-0.00387,-0.04563,0.4528,-0.085,-0.00858,-0.06712,0.4145,-0.128,-0.01184,-0.09325,0.4145,-0.127
0.2,-0.5,0.65,none,1,0.7,356,356,0.00184,-0.0369,0.4775,0.05,-0.00229,-0.05508,0.4775,-0.042,-0.01072,-0.08446,0.4354,-0.127
0.2,-0.5,0.55,0,0,0.7,258,258,-0.00227,-0.03904,0.4612,-0.058,-0.00448,-0.05525,0.4496,-0.081,-0.01057,-0.08267,0.4341,-0.128
0.1,-1.0,0.55,0,0,0.7,211,211,0.00288,-0.03431,0.5403,0.084,-0.00319,-0.05306,0.4976,-0.06,-0.00985,-0.07705,0.4313,-0.128
0.2,none,0.45,0,0,none,593,593,-0.0002,-0.04458,0.4384,-0.004,-0.00394,-0.06545,0.4384,-0.06,-0.01224,-0.09501,0.4351,-0.129
0.25,none,0.65,0,1,0.7,702,702,-0.00207,-0.04732,0.4373,-0.044,-0.00234,-0.06778,0.4387,-0.035,-0.01265,-0.09755,0.4103,-0.13
0.15,none,none,1,0,0.7,37,37,-0.00871,-0.03712,0.3243,-0.235,-0.01188,-0.05403,0.3243,-0.22,-0.01052,-0.08061,0.4324,-0.13
0.25,-0.5,none,1,0,0.7,92,92,-0.01128,-0.04302,0.2826,-0.262,-0.01114,-0.06549,0.3696,-0.17,-0.01101,-0.08475,0.3696,-0.13
0.15,-1.5,none,1,0,0.7,37,37,-0.00871,-0.03712,0.3243,-0.235,-0.01188,-0.05403,0.3243,-0.22,-0.01052,-0.08061,0.4324,-0.13
0.2,none,0.55,0,0,0.5,536,536,-0.00049,-0.04341,0.4272,-0.011,-0.00651,-0.06477,0.4198,-0.101,-0.01203,-0.09177,0.4123,-0.131
0.2,none,0.55,0,0,none,808,808,-0.0056,-0.04704,0.4282,-0.119,-0.00713,-0.06822,0.422,-0.104,-0.01271,-0.09669,0.4121,-0.131
0.15,none,none,0,1,none,817,817,-0.00764,-0.04692,0.4125,-0.163,-0.00905,-0.06776,0.4174,-0.134,-0.01255,-0.0961,0.4002,-0.131
0.1,-0.5,0.65,0,1,0.5,75,75,-0.00825,-0.04071,0.4133,-0.203,-0.00698,-0.0581,0.3867,-0.12,-0.01043,-0.07913,0.44,-0.132
0.15,none,0.45,0,1,0.7,338,338,-0.00755,-0.04881,0.4083,-0.155,-0.00823,-0.06926,0.4379,-0.119,-0.0128,-0.09721,0.4201,-0.132
0.2,-0.5,none,0,1,none,637,637,-0.00475,-0.04525,0.4301,-0.105,-0.01055,-0.06723,0.4129,-0.157,-0.01286,-0.09724,0.4097,-0.132
0.1,none,0.65,0,1,0.7,487,487,-0.00361,-0.04565,0.4579,-0.079,-0.00479,-0.06623,0.4312,-0.072,-0.01239,-0.09293,0.4086,-0.133
0.25,-1.0,0.65,none,1,0.7,503,503,0.00206,-0.04055,0.4513,0.051,-0.00151,-0.05989,0.4513,-0.025,-0.01219,-0.09144,0.3976,-0.133
0.25,-1.5,none,none,1,0.5,271,271,0.00068,-0.03741,0.4723,0.018,0.00024,-0.05545,0.4539,0.004,-0.01048,-0.07812,0.3875,-0.134
0.25,-1.0,none,0,1,none,767,767,-0.00516,-0.04727,0.4329,-0.109,-0.00838,-0.06816,0.4224,-0.123,-0.01284,-0.09607,0.3977,-0.134
0.15,none,0.65,0,1,0.7,588,588,-0.00644,-0.04707,0.4184,-0.137,-0.00916,-0.06732,0.4184,-0.136,-0.01266,-0.09422,0.4082,-0.134
0.15,none,0.55,0,0,0.7,672,672,-0.00521,-0.04599,0.4345,-0.113,-0.0075,-0.0666,0.4211,-0.113,-0.01242,-0.09271,0.4241,-0.134
0.15,none,0.45,0,1,none,409,409,-0.0044,-0.04712,0.4328,-0.093,-0.00526,-0.06581,0.4401,-0.08,-0.01281,-0.09477,0.4156,-0.135
0.25,none,0.45,0,1,0.7,451,451,-0.00181,-0.04527,0.4279,-0.04,-0.0061,-0.06603,0.4169,-0.092,-0.01333,-0.09857,0.4013,-0.135
0.2,-1.5,none,0,1,0.7,462,462,-0.00202,-0.04196,0.4524,-0.048,-0.00162,-0.06083,0.4351,-0.027,-0.01187,-0.08808,0.4069,-0.135
0.15,-1.0,0.55,0,0,0.7,279,279,-0.00275,-0.03885,0.491,-0.071,-0.00601,-0.05618,0.448,-0.107,-0.01104,-0.08185,0.4444,-0.135
0.1,none,none,1,0,0.7,25,25,-0.00608,-0.03293,0.36,-0.185,-0.00635,-0.04893,0.36,-0.13,-0.00981,-0.0719,0.44,-0.136
0.25,-1.5,0.65,none,1,0.7,565,565,-0.0001,-0.04147,0.4442,-0.002,-0.00024,-0.06105,0.4513,-0.004,-0.01241,-0.09121,0.3929,-0.136
0.25,none,0.55,0,0,none,849,849,-0.00453,-0.04813,0.4335,-0.094,-0.00665,-0.06933,0.4229,-0.096,-0.01334,-0.09802,0.4087,-0.136
0.1,-1.5,0.65,0,1,0.7,260,260,-0.00149,-0.03834,0.4731,-0.039,-0.00332,-0.0563,0.4538,-0.059,-0.0112,-0.08265,0.4423,-0.136
0.2,-1.5,none,0,1,0.5,202,202,-0.00072,-0.03845,0.4356,-0.019,-0.00332,-0.05689,0.4257,-0.058,-0.01093,-0.0806,0.401,-0.136
0.25,-1.0,0.55,0,1,0.5,110,110,-0.00402,-0.03909,0.4455,-0.103,-0.00581,-0.05293,0.4455,-0.11,-0.01009,-0.07392,0.3909,-0.136
0.1,-1.5,none,1,0,0.7,25,25,-0.00608,-0.03293,0.36,-0.185,-0.00635,-0.04893,0.36,-0.13,-0.00981,-0.0719,0.44,-0.136
0.1,-0.5,0.65,none,1,0.5,87,87,-0.00406,-0.03771,0.4368,-0.108,-0.00317,-0.05359,0.4253,-0.059,-0.0107,-0.07817,0.4483,-0.137
0.2,-0.5,0.55,none,1,0.7,215,215,-0.00043,-0.03682,0.4977,-0.012,-0.00321,-0.0519,0.4605,-0.062,-0.01127,-0.08212,0.4512,-0.137
0.15,-1.0,none,1,0,0.7,35,35,-0.00667,-0.03638,0.3429,-0.183,-0.0092,-0.05261,0.3429,-0.175,-0.01113,-0.08038,0.4286,-0.138
0.25,-0.5,0.65,0,1,none,575,575,-0.00216,-0.04364,0.4452,-0.049,-0.0072,-0.06335,0.4278,-0.114,-0.01296,-0.09403,0.4,-0.138
0.15,-0.5,0.65,0,1,0.7,247,247,-0.00112,-0.03839,0.4534,-0.029,-0.00526,-0.05823,0.4575,-0.09,-0.01215,-0.08743,0.4211,-0.139
0.15,-1.0,0.65,0,1,0.7,287,287,-0.00272,-0.03973,0.4495,-0.068,-0.00598,-0.05846,0.4495,-0.102,-0.01204,-0.08666,0.4355,-0.139
0.1,-0.5,0.65,0,1,0.7,177,177,-0.00059,-0.03738,0.4689,-0.016,-0.00212,-0.05642,0.4576,-0.038,-0.0119,-0.08565,0.435,-0.139
0.25,-1.0,none,0,1,0.5,212,212,-0.00018,-0.03796,0.4434,-0.005,-0.00186,-0.05534,0.4481,-0.034,-0.01089,-0.07756,0.4009,-0.14
0.25,none,none,1,0,none,153,153,-0.00806,-0.04252,0.3595,-0.19,-0.00592,-0.06349,0.3922,-0.093,-0.01229,-0.08781,0.4052,-0.14
0.25,none,0.65,0,1,none,863,863,-0.00363,-0.04914,0.4241,-0.074,-0.0071,-0.07053,0.409,-0.101,-0.01412,-0.10056,0.3893,-0.14
0.25,none,0.65,0,1,0.5,342,342,0.00255,-0.04295,0.4386,0.059,0.00101,-0.06171,0.424,0.016,-0.01259,-0.08979,0.4094,-0.14
0.1,-0.5,0.55,0,0,0.5,87,87,0.00777,-0.03475,0.5747,0.224,0.00156,-0.04716,0.5287,0.033,-0.01045,-0.07414,0.3678,-0.141
0.1,-1.0,0.55,none,1,none,266,266,0.00355,-0.03656,0.515,0.097,-0.00188,-0.05259,0.4549,-0.036,-0.01149,-0.08151,0.4211,-0.141
0.2,-1.5,none,0,1,none,738,738,-0.00582,-0.04533,0.4187,-0.128,-0.00852,-0.06761,0.4038,-0.126,-0.0136,-0.09647,0.3862,-0.141
0.2,-0.5,0.65,0,1,0.5,123,123,-0.00339,-0.0389,0.4146,-0.087,-0.00807,-0.05663,0.4228,-0.143,-0.01112,-0.0784,0.4065,-0.142
0.2,none,0.55,0,1,none,680,680,-0.00592,-0.04858,0.4412,-0.122,-0.00568,-0.06821,0.4235,-0.083,-0.01401,-0.09869,0.3882,-0.142
0.1,-0.5,0.45,0,1,none,36,36,0.00327,-0.02901,0.5,0.113,-0.0035,-0.04641,0.5,-0.075,-0.01023,-0.07228,0.4167,-0.142
0.25,none,0.45,0,1,none,526,526,0.00086,-0.04442,0.4506,0.019,-0.00634,-0.06509,0.4221,-0.097,-0.01383,-0.09706,0.4049,-0.142
0.25,-1.0,none,1,0,0.7,93,93,-0.01107,-0.04265,0.2903,-0.26,-0.01092,-0.06488,0.3763,-0.168,-0.01221,-0.08542,0.3656,-0.143
0.2,-0.5,0.55,0,1,none,242,242,-0.00051,-0.03929,0.4669,-0.013,-0.00681,-0.0556,0.4132,-0.122,-0.01214,-0.08509,0.4256,-0.143
0.25,-0.5,0.65,1,0,none,38,38,0.00175,-0.03747,0.3421,0.047,-0.00739,-0.05492,0.3421,-0.135,-0.01189,-0.08279,0.3684,-0.144
0.1,-0.5,0.45,none,1,0.7,36,36,0.00973,-0.02615,0.5833,0.372,-0.00302,-0.04144,0.5,-0.073,-0.01048,-0.07286,0.4167,-0.144
0.25,-0.5,none,0,1,0.7,443,443,0.00052,-0.04202,0.4673,0.012,-0.00388,-0.06167,0.4628,-0.063,-0.01294,-0.08958,0.4086,-0.144
0.25,-1.5,0.65,0,1,0.5,208,208,-0.00138,-0.03866,0.4279,-0.036,0.00041,-0.0549,0.4519,0.007,-0.0111,-0.07652,0.399,-0.145
0.2,none,0.55,0,0,0.7,734,734,-0.00601,-0.04653,0.4169,-0.129,-0.00649,-0.06723,0.4278,-0.097,-0.01381,-0.09522,0.4074,-0.145
0.1,-1.0,0.55,0,1,0.5,54,54,-0.00278,-0.03909,0.463,-0.071,-0.00166,-0.05313,0.4444,-0.031,-0.01171,-0.07966,0.4444,-0.147
0.1,none,0.65,0,1,0.5,220,220,-0.00701,-0.04619,0.3727,-0.152,-0.01212,-0.06623,0.3591,-0.183,-0.013,-0.08829,0.3955,-0.147
0.25,-1.0,0.65,0,1,none,641,641,-0.00205,-0.0437,0.4431,-0.047,-0.00673,-0.06415,0.4165,-0.105,-0.01407,-0.09518,0.3869,-0.148
0.1,-1.5,0.45,0,0,0.7,102,102,0.00209,-0.03435,0.5196,0.061,-0.00864,-0.05267,0.4706,-0.164,-0.01074,-0.07274,0.4216,-0.148
0.1,-1.5,0.55,none,1,0.7,231,231,-0.00016,-0.03592,0.4892,-0.004,-0.0048,-0.05243,0.4502,-0.092,-0.0115,-0.07741,0.4372,-0.149
0.25,none,none,0,1,none,908,908,-0.00635,-0.05065,0.4119,-0.125,-0.00936,-0.0725,0.4108,-0.129,-0.01504,-0.1007,0.3943,-0.149
0.15,-0.5,0.55,0,1,none,198,198,-0.00079,-0.03813,0.4747,-0.021,-0.00663,-0.05513,0.4141,-0.12,-0.01255,-0.08402,0.4394,-0.149
0.1,-1.5,0.45,0,1,0.7,67,67,-0.00125,-0.03517,0.4925,-0.035,-0.00875,-0.0508,0.4627,-0.172,-0.01063,-0.07098,0.4478,-0.15
0.2,-1.5,0.45,0,1,0.5,52,52,0.00149,-0.03492,0.4615,0.043,-0.00512,-0.0504,0.4231,-0.102,-0.01058,-0.07031,0.3846,-0.15
0.1,-1.5,0.55,none,1,none,344,344,0.00323,-0.03596,0.5145,0.09,-0.00377,-0.05255,0.4419,-0.072,-0.01224,-0.08181,0.4186,-0.15
0.15,-0.5,0.55,0,1,0.5,56,56,-0.00627,-0.04352,0.4286,-0.144,-0.00919,-0.05841,0.3929,-0.157,-0.01259,-0.08413,0.4286,-0.15
0.15,-1.0,0.55,none,1,0.7,227,227,-0.0033,-0.03845,0.4714,-0.086,-0.00698,-0.05529,0.4141,-0.126,-0.01238,-0.08226,0.4449,-0.151
0.15,-0.5,0.55,none,1,0.5,70,70,-0.00169,-0.03898,0.4714,-0.043,-0.00722,-0.05292,0.4143,-0.136,-0.01185,-0.07832,0.4143,-0.151
0.25,-1.5,none,0,1,0.7,534,534,-0.00262,-0.0435,0.4532,-0.06,-0.00349,-0.06371,0.4494,-0.055,-0.0137,-0.09095,0.397,-0.151
0.1,-0.5,0.55,0,0,none,192,192,0.00488,-0.03524,0.5052,0.139,-0.00413,-0.05168,0.4635,-0.08,-0.01214,-0.07947,0.401,-0.153
0.2,none,0.45,0,0,0.7,530,530,-0.00407,-0.04659,0.4038,-0.087,-0.00685,-0.06813,0.4302,-0.1,-0.01492,-0.09765,0.4245,-0.153
0.1,-0.5,0.45,none,0,0.7,70,70,0.01181,-0.02709,0.5857,0.436,-0.00707,-0.04691,0.5143,-0.151,-0.01135,-0.07415,0.3857,-0.153
0.15,-1.0,none,1,0,0.5,25,25,-0.01123,-0.0319,0.28,-0.352,-0.01653,-0.04942,0.32,-0.334,-0.01213,-0.07868,0.4,-0.154
0.2,-0.5,0.45,0,1,0.5,23,23,-0.01029,-0.03655,0.4348,-0.281,-0.01977,-0.05551,0.3913,-0.356,-0.01142,-0.0743,0.3913,-0.154
0.2,none,0.55,0,1,0.7,555,555,-0.00627,-0.04824,0.4324,-0.13,-0.0042,-0.06671,0.4378,-0.063,-0.01496,-0.09645,0.391,-0.155
0.2,-1.0,0.65,0,1,0.7,348,348,-0.00268,-0.04132,0.4483,-0.065,-0.00271,-0.05986,0.4425,-0.045,-0.01393,-0.0891,0.4167,-0.156
0.2,none,none,0,1,0.5,326,326,-0.00199,-0.04303,0.4172,-0.046,-0.00566,-0.06332,0.4141,-0.089,-0.01422,-0.09036,0.3988,-0.157
0.1,none,none,0,1,0.5,231,231,-0.00917,-0.04545,0.3723,-0.202,-0.01297,-0.06561,0.368,-0.198,-0.0137,-0.08736,0.4026,-0.157
0.25,-0.5,0.55,0,1,none,298,298,0.00012,-0.03921,0.4866,0.003,-0.00796,-0.05772,0.406,-0.138,-0.01357,-0.08647,0.3893,-0.157
0.15,-1.5,0.55,none,1,0.7,296,296,-0.00419,-0.03935,0.4662,-0.106,-0.00626,-0.05577,0.4122,-0.112,-0.01284,-0.08159,0.4189,-0.157
0.1,-1.0,0.55,0,0,none,272,272,0.00454,-0.03508,0.5221,0.129,-0.00397,-0.05377,0.4669,-0.074,-0.0127,-0.07962,0.4191,-0.16
0.25,-0.5,0.55,none,1,0.7,270,270,0.00297,-0.03714,0.4963,0.08,-0.00585,-0.05554,0.4296,-0.105,-0.01385,-0.08643,0.3963,-0.16
0.2,-0.5,none,0,1,0.5,154,154,-0.00051,-0.03753,0.4481,-0.014,-0.00774,-0.0573,0.4221,-0.135,-0.01311,-0.08127,0.4091,-0.161
0.25,-1.5,none,1,0,0.7,97,97,-0.01212,-0.04264,0.2784,-0.284,-0.01161,-0.06472,0.3711,-0.179,-0.01379,-0.08578,0.3608,-0.161
0.25,none,0.55,0,1,none,735,735,-0.00408,-0.04923,0.449,-0.083,-0.00772,-0.07022,0.4313,-0.11,-0.01624,-0.10111,0.3932,-0.161
0.25,-1.5,0.45,0,1,0.7,152,152,0.00274,-0.03373,0.4539,0.081,0.0004,-0.0486,0.4276,0.008,-0.01173,-0.07298,0.3947,-0.161
0.25,-1.5,none,0,1,none,799,799,-0.00516,-0.04724,0.433,-0.109,-0.0086,-0.06862,0.4193,-0.125,-0.01559,-0.0967,0.3842,-0.161
0.25,-1.0,0.55,0,1,none,376,376,0.0008,-0.03989,0.4947,0.02,-0.00551,-0.05912,0.4122,-0.093,-0.01438,-0.0894,0.3723,-0.161
0.15,-0.5,0.55,none,1,0.7,173,173,-0.00193,-0.03709,0.4971,-0.052,-0.00653,-0.05378,0.4393,-0.121,-0.0133,-0.08184,0.4451,-0.163
0.25,-0.5,0.65,none,1,0.7,445,445,0.00304,-0.0396,0.4674,0.077,-0.00358,-0.05962,0.4652,-0.06,-0.01512,-0.09167,0.4,-0.165
0.25,none,0.55,0,1,0.5,301,301,-0.00165,-0.04667,0.4286,-0.035,-0.00523,-0.06491,0.402,-0.081,-0.01587,-0.09606,0.3953,-0.165
0.25,-0.5,none,1,0,0.5,61,61,-0.01285,-0.04045,0.2459,-0.318,-0.01686,-0.06733,0.3279,-0.25,-0.01447,-0.08667,0.3443,-0.167
0.1,-1.5,0.55,0,1,none,249,249,0.00445,-0.03448,0.5221,0.129,-0.00426,-0.05256,0.4337,-0.081,-0.01344,-0.08036,0.4137,-0.167
0.25,-1.5,0.55,0,1,0.5,140,140,-0.00446,-0.04006,0.4429,-0.111,-0.00466,-0.05445,0.4357,-0.086,-0.01255,-0.07527,0.3929,-0.167
0.1,-0.5,0.45,none,0,none,93,93,0.01099,-0.02751,0.5914,0.399,-0.00404,-0.04596,0.4946,-0.088,-0.01226,-0.07307,0.4194,-0.168
0.25,-0.5,0.55,none,1,0.5,117,117,0.00052,-0.03778,0.4786,0.014,-0.00818,-0.05416,0.4188,-0.151,-0.01314,-0.07829,0.3846,-0.168
0.25,-1.5,none,0,1,0.5,237,237,-0.00046,-0.03859,0.4557,-0.012,-0.00206,-0.05661,0.4388,-0.036,-0.01335,-0.07887,0.3882,-0.169
0.1,-1.0,0.45,0,0,none,88,88,0.00452,-0.02917,0.5227,0.155,-0.00443,-0.04781,0.5,-0.093,-0.0121,-0.07176,0.3977,-0.169
0.25,-0.5,none,none,1,0.5,223,223,0.0038,-0.03728,0.4709,0.102,-0.00371,-0.05615,0.435,-0.066,-0.01368,-0.08041,0.3812,-0.17
0.15,none,none,0,1,0.5,282,282,-0.00522,-0.04424,0.3936,-0.118,-0.00784,-0.06404,0.3972,-0.122,-0.01525,-0.08881,0.383,-0.172
0.2,-0.5,0.65,0,1,0.7,299,299,-0.00159,-0.03964,0.4482,-0.04,-0.00564,-0.05827,0.4515,-0.097,-0.01516,-0.0879,0.4214,-0.172
0.2,-1.0,0.55,0,1,none,312,312,-0.00149,-0.04102,0.4679,-0.036,-0.00501,-0.05767,0.4071,-0.087,-0.01513,-0.08789,0.3942,-0.172
0.25,-1.5,none,1,0,0.5,63,63,-0.01205,-0.0394,0.2698,-0.306,-0.01572,-0.06558,0.3492,-0.24,-0.01487,-0.08651,0.3492,-0.172
0.2,none,0.65,0,1,0.5,306,306,-0.00149,-0.04396,0.415,-0.034,-0.00547,-0.06362,0.415,-0.086,-0.01583,-0.09193,0.3922,-0.172
0.25,-1.5,0.65,0,1,none,687,687,-0.00246,-0.04381,0.4367,-0.056,-0.00632,-0.06466,0.4163,-0.098,-0.0166,-0.09609,0.3697,-0.173
0.1,-0.5,0.55,none,1,none,195,195,0.00433,-0.03583,0.5179,0.121,-0.00441,-0.05238,0.4513,-0.084,-0.01416,-0.08175,0.4256,-0.173
0.25,-1.5,0.55,0,1,none,446,446,-0.00099,-0.04098,0.4709,-0.024,-0.00537,-0.05997,0.4215,-0.09,-0.0156,-0.0899,0.37,-0.174
0.15,none,0.45,0,1,0.5,160,160,-0.00766,-0.0463,0.375,-0.166,-0.01517,-0.06834,0.3688,-0.222,-0.01682,-0.09586,0.3875,-0.175
0.25,-1.5,0.55,0,1,0.7,323,323,-0.00579,-0.04254,0.4489,-0.136,-0.00591,-0.06156,0.4149,-0.096,-0.01573,-0.09012,0.3684,-0.175
0.25,-1.0,0.65,1,0,none,40,40,0.00272,-0.03598,0.375,0.076,-0.00697,-0.05321,0.35,-0.131,-0.01454,-0.08316,0.35,-0.175
0.25,none,none,1,0,0.5,64,64,-0.01199,-0.03948,0.2656,-0.304,-0.01601,-0.06525,0.3438,-0.245,-0.01519,-0.08628,0.3438,-0.176
0.25,-0.5,0.65,none,1,0.5,193,193,0.00097,-0.03751,0.4404,0.026,-0.00356,-0.05532,0.4456,-0.064,-0.01394,-0.07885,0.3834,-0.177
0.2,none,0.45,0,1,none,471,471,-0.0015,-0.04523,0.4374,-0.033,-0.00593,-0.06491,0.4289,-0.091,-0.01719,-0.09675,0.4013,-0.178
0.15,-1.5,0.65,0,1,0.7,344,344,-0.00354,-0.04066,0.4448,-0.087,-0.00777,-0.05996,0.4302,-0.13,-0.01574,-0.08847,0.4128,-0.178
0.15,none,0.65,0,1,0.5,269,269,-0.00506,-0.0458,0.3866,-0.111,-0.00817,-0.06502,0.4015,-0.126,-0.01615,-0.09019,0.3755,-0.179
0.15,none,0.55,0,1,none,620,620,-0.00732,-0.04726,0.421,-0.155,-0.00997,-0.06771,0.4113,-0.147,-0.01767,-0.09872,0.4048,-0.179
0.1,-0.5,0.55,none,1,0.7,126,126,0.00133,-0.03372,0.5238,0.04,-0.00573,-0.0504,0.4841,-0.114,-0.01418,-0.07871,0.4524,-0.18
0.25,none,none,1,0,0.7,100,100,-0.01101,-0.04219,0.29,-0.261,-0.01204,-0.06397,0.37,-0.188,-0.0155,-0.0856,0.36,-0.181
0.25,-0.5,none,0,1,0.5,197,197,0.00334,-0.03737,0.467,0.089,-0.00434,-0.05616,0.4315,-0.077,-0.0146,-0.07966,0.3858,-0.183
0.2,-1.5,0.65,0,1,0.7,408,408,-0.00372,-0.04263,0.4289,-0.087,-0.00435,-0.06205,0.4216,-0.07,-0.01693,-0.09215,0.3946,-0.184
0.25,-1.0,none,1,0,0.5,62,62,-0.01251,-0.03994,0.2581,-0.313,-0.01644,-0.06639,0.3387,-0.248,-0.01622,-0.08765,0.3387,-0.185
0.15,none,0.55,0,1,0.7,497,497,-0.00821,-0.04788,0.4245,-0.172,-0.01014,-0.06784,0.4185,-0.149,-0.01792,-0.09636,0.4024,-0.186
0.25,none,0.45,0,1,0.5,223,223,-0.0007,-0.04413,0.4126,-0.016,-0.00662,-0.06372,0.3812,-0.104,-0.01809,-0.09644,0.3901,-0.188
0.1,-0.5,0.55,0,0,0.7,142,142,0.00363,-0.03392,0.5352,0.107,-0.00433,-0.05043,0.5,-0.086,-0.01491,-0.07917,0.3803,-0.188
0.25,-1.0,0.55,0,1,0.7,271,271,-0.00154,-0.03978,0.4908,-0.039,-0.00584,-0.0593,0.417,-0.099,-0.01711,-0.09031,0.3616,-0.189
0.1,none,0.55,0,1,0.7,413,413,-0.00593,-0.04681,0.4576,-0.127,-0.00935,-0.06791,0.4237,-0.138,-0.01799,-0.09525,0.3874,-0.189
0.2,none,0.45,0,1,0.5,197,197,-0.00438,-0.04564,0.3807,-0.096,-0.01113,-0.06807,0.3706,-0.163,-0.01888,-0.09982,0.3858,-0.189
0.2,-1.5,0.55,0,1,none,381,381,-0.00107,-0.04,0.4619,-0.027,-0.00383,-0.05683,0.4042,-0.067,-0.01671,-0.08776,0.3806,-0.19
0.1,none,0.55,0,1,none,533,533,-0.00419,-0.04617,0.454,-0.091,-0.01018,-0.06796,0.4109,-0.15,-0.01877,-0.09778,0.3865,-0.192
0.15,-1.5,0.55,0,1,none,319,319,-0.00206,-0.03845,0.4702,-0.054,-0.00672,-0.05543,0.4044,-0.121,-0.01629,-0.08464,0.4138,-0.193
0.25,-1.0,0.65,0,1,0.7,427,427,-0.00101,-0.0423,0.4403,-0.024,-0.00448,-0.06246,0.4426,-0.072,-0.01833,-0.09486,0.3841,-0.193
0.15,-1.0,0.55,0,1,none,253,253,-0.00206,-0.03875,0.4783,-0.053,-0.00751,-0.05522,0.415,-0.136,-0.01644,-0.08517,0.4308,-0.193
0.25,-0.5,0.65,0,1,0.5,160,160,0.00097,-0.0372,0.4375,0.026,-0.00326,-0.05416,0.4437,-0.06,-0.01487,-0.07704,0.3875,-0.193
0.1,-1.0,0.45,0,0,0.7,69,69,0.00469,-0.02876,0.5507,0.163,-0.00721,-0.04904,0.5072,-0.147,-0.01438,-0.07299,0.3768,-0.197
0.1,-0.5,0.45,none,1,none,55,55,0.00926,-0.02731,0.5818,0.339,0.00109,-0.04196,0.4909,0.026,-0.01491,-0.07444,0.4182,-0.2
0.1,-0.5,0.55,none,1,0.5,52,52,0.00298,-0.03474,0.5385,0.086,-0.00021,-0.0486,0.5,-0.004,-0.01585,-0.07658,0.4231,-0.207
